Year,ID Type,Degree,Secondary concentration,Language,Coding skills,Gender,Age,Secondary languages,How often do you write code?,What kind(s) of computer(s) do you own?,What operating system(s) do you run on your computer(s)?,Programming experience,State,Country
2013,DCE,Bs In Political Science,None,Python,3,Male,25 to 44,"C#, Perl, SQL, A little Processing/D3",Weekly,Laptop,Mac OS,1 to 3 years,MA,USA
2013,Harvard College,Economics,Computer Science,Python,3,Male,18 to 24,"C, JavaScript, HTML / CSS, PHP, Python, SQL",Two or more times per month,Laptop,Mac OS,Between 6 months and 1 year,,Korea
2013,Harvard College,Neurobiology,Cs Or Gov,PHP,3,Male,18 to 24,"C, JavaScript, HTML / CSS, PHP, SQL",Weekly,Laptop,Mac OS,Less than 6 months,CA,USA
2013,DCE,Computer Science,Economics,Ruby,2,Male,18 to 24,"C, JavaScript, HTML / CSS, PHP, Ruby, SQL",Daily,"Desktop, Laptop",Mac OS,Between 6 months and 1 year,MA,USA
2013,Harvard College,Computer Science,Astrophysics,C,3,Female,18 to 24,Ocaml,Weekly,Laptop,Mac OS,1 to 3 years,CA,USA
2013,Harvard College,Computer Science,None,JavaScript,3,Male,18 to 24,"C, HTML / CSS, Ruby",Weekly,Laptop,"Windows 7, Mac OS",1 to 3 years,RI,USA
2013,Harvard College,Oeb,N/a,C,3,Male,18 to 24,"HTML / CSS, PHP",Less than once per month,Laptop,Windows 7,Less than 6 months,PA,USA
2013,Harvard College,Computer Science,Economics,C,3,Male,18 to 24,"C, JavaScript, HTML / CSS, PHP, Python, SQL",Weekly,Laptop,Mac OS,Less than 6 months,,Korea
2013,DCE,Ms It: Mathematics And Computing,None,Java,5,Male,25 to 44,"HTML / CSS, Perl, PHP, Python, SQL, R",Weekly,Laptop,"Windows 7, Windows 8, Linux / Unix",1 to 3 years,AZ,USA
2013,Harvard College,Engineering Sciences Sb,Economics,BASIC,2,Female,18 to 24,"C, C++",Less than once per month,Laptop,Windows 7,Less than 6 months,,Mongolia
2013,Harvard College,Chemical And Physical Biology,Computer Science,PHP,4,Male,18 to 24,"C, JavaScript, HTML / CSS, PHP, SQL",Daily,Laptop,Mac OS,Between 6 months and 1 year,WI,USA
2013,Harvard College,Economics,Computer Science,PHP,1,Female,18 to 24,"C, HTML / CSS, PHP",Two or more times per month,Laptop,Mac OS,Less than 6 months,CA,USA
2013,Harvard College,Economics,Computer Science,C,2,Male,18 to 24,"HTML / CSS, PHP, SQL",Daily,Laptop,Mac OS,Less than 6 months,RI,USA
2013,Harvard College,Applied Math,Computer Science,C,3,Male,18 to 24,"JavaScript, HTML / CSS, PHP, Python",Daily,Laptop,"Windows 8, Mac OS",1 to 3 years,CA,USA
2013,Harvard College,Applied Mathematics,Computer Science,Java,5,Male,18 to 24,"C, Java, JavaScript, HTML / CSS, PHP, SQL, VB / VBScript",Weekly,Laptop,Windows 7,Over 3 years,CA,USA
2013,Harvard College,Neurobiology,Computer Science,C,3,Male,18 to 24,"JavaScript, HTML / CSS, PHP",Two or more times per month,Laptop,"Mac OS, Linux / Unix",1 to 3 years,MA,USA
2013,Harvard College,"Fellow, Wcfia",None,Java,2,Male,25 to 44,"BASIC, VB / VBScript",Less than once per month,Laptop,"Windows 7, Mac OS",Less than 6 months,VA,USA
2013,Harvard College,Architecture M.Arch1,Na,JavaScript,2,Female,25 to 44,HTML / CSS,Less than once per month,"Desktop, Laptop",Windows 7,Less than 6 months,MA,USA
2013,DCE,Mas,None,HTML / CSS,4,Female,25 to 44,"C, Java, JavaScript, HTML / CSS, PHP",Less than once per month,Laptop,Windows XP,Over 3 years,MA,USA
2013,Harvard College,Computer Science,Mathematics,Ruby,5,Male,18 to 24,"C, Java, JavaScript, HTML / CSS, PHP, Python, Ruby, SQL, OCaml",Daily,Laptop,"Windows 7, Linux / Unix",1 to 3 years,IL,USA
2013,Harvard College,Mdess,Technology,C#,3,Male,18 to 24,C#,Two or more times per month,"Desktop, Laptop","Windows 7, Windows 8, Mac OS",Between 6 months and 1 year,NJ,USA
2013,Harvard College,Computer Science,N/a,C,4,Male,18 to 24,"C, Python, OCaml, Objective - C",Daily,Laptop,Mac OS,1 to 3 years,NC,USA
2013,Harvard College,History Of Art And Architecture,Computer Science,C,2,Female,18 to 24,"C, JavaScript, HTML / CSS, PHP, SQL, OCaml",Less than once per month,Laptop,Mac OS,1 to 3 years,NY,USA
2013,Harvard College,Computer Science,None,PHP,4,Male,18 to 24,"Python, SQL",Daily,Laptop,Mac OS,1 to 3 years,Quebec,Canada
2013,DCE,Humanities,N/a,BASIC,3,Male,25 to 44,"C, C++, Java, JavaScript, Python, SQL",Daily,Laptop,Mac OS,Over 3 years,MA,USA
2013,DCE,N/a,N/a,Java,4,I prefer not to disclose,I prefer not to disclose,"C, C++, Java, JavaScript, HTML / CSS, Perl, SQL",Daily,Laptop,Windows XP,Over 3 years,MA,USA
2013,Harvard College,Mdess Technology,--,C#,3,Female,25 to 44,"C#, Python",Weekly,Laptop,"Windows 8, Mac OS",Less than 6 months,PA,USA
2013,Harvard College,Computer Science,None,Ruby,5,Male,18 to 24,"C, C++, Java, JavaScript, HTML / CSS, PHP, Python, Ruby, SQL, many, many others",Daily,Laptop,"Mac OS, Linux / Unix",Over 3 years,MA,USA
2013,Harvard College,"Technology And Policy, Mit",None,Python,5,Male,25 to 44,"Java, SQL",Weekly,"Desktop, Laptop",Linux / Unix,1 to 3 years,MA,USA
2013,Harvard College,Molecular And Cellular Biology,Economics,C,2,Female,18 to 24,"JavaScript, HTML / CSS, Python",Less than once per month,Laptop,Mac OS,Between 6 months and 1 year,CA,USA
2013,Harvard College,Computer Science,N/a,Java,4,Female,18 to 24,"C, Java, HTML / CSS, Perl, Python, SQL",Two or more times per month,Laptop,Mac OS,Over 3 years,NY,USA
2013,Harvard College,Neurobiology,Computer Science,C,1,Male,18 to 24,"HTML / CSS, SQL",Less than once per month,Laptop,Mac OS,Less than 6 months,NJ,USA
2013,Harvard College,Physics,Computer Science,C,3,Male,18 to 24,"HTML / CSS, PHP, SQL",Once per month,Laptop,Windows 7,Less than 6 months,GA,USA
2013,DCE,Full-time Professional Taking Cs Courses Thru The Extension School,Trying To Figure Out If I Want To Pursue A Formal Cs Program,JavaScript,3,Male,25 to 44,"C, JavaScript, HTML / CSS, PHP, SQL, R",Daily,Laptop,"Windows 7, Linux / Unix",Less than 6 months,CA,USA
2013,DCE,Digital Media Arts And Instructional Design,N/a,PHP,3,Female,25 to 44,"C, Java, JavaScript, HTML / CSS, PHP",Weekly,Laptop,Mac OS,Over 3 years,MA,USA
2013,Harvard College,Classics,Computer Science,JavaScript,2,Male,18 to 24,"C, JavaScript, HTML / CSS, PHP, SQL",Weekly,Laptop,Windows 7,Less than 6 months,ME,USA
2013,Harvard College,Economics,N/a,C,1,Male,18 to 24,"C, HTML / CSS, PHP, SQL",Once per month,Laptop,Mac OS,Less than 6 months,NJ,USA
2013,DCE,Alm It,None,Ruby,5,Male,25 to 44,"C, C++, Java, JavaScript, HTML / CSS, Ruby",Weekly,"Desktop, Laptop","Windows 7, Mac OS",Over 3 years,MA,USA
2013,DCE,Mdess,Energy And Environments,BASIC,3,Male,25 to 44,"C, C++",Daily,"Desktop, Laptop","Windows 7, Mac OS",Less than 6 months,,India
2013,Harvard College,Na,Na,Java,3,Male,25 to 44,"HTML / CSS, R",Weekly,"Desktop, Laptop","Windows XP, Mac OS",Between 6 months and 1 year,MA,USA
2013,DCE,"It, Software Engineering",None,Java,4,Female,25 to 44,"JavaScript, HTML / CSS, PHP",Weekly,Laptop,Windows 7,1 to 3 years,OH,USA
2013,DCE,Computer Science,None,Java,4,Female,25 to 44,"JavaScript, HTML / CSS",Weekly,Laptop,"Windows 7, Mac OS",1 to 3 years,MA,USA
2013,Harvard College,Computer Science,Economics,BASIC,2,Male,18 to 24,"C, Java, Python",Weekly,Laptop,Mac OS,Between 6 months and 1 year,,Czech Republic
2013,DCE,Ongoing Personal Education,N/a,Java,4,Male,25 to 44,"C, C++, C#, Java, Perl",Weekly,"Desktop, Laptop",Mac OS,Over 3 years,MA,USA
2013,DCE,Computer Science/hci,None,Java,4,Female,45 to 64,"C, C++",Weekly,"Desktop, Laptop",Mac OS,Over 3 years,CO,USA
2013,DCE,Sustainability And Environmental Management,Ecological Management,Python,3,I prefer not to disclose,I prefer not to disclose,"Some R, if that counts.",Less than once per month,"Desktop, Laptop",Windows XP,Less than 6 months,MA,USA
2013,Harvard College,Psychology,N/a,C,1,Female,18 to 24,HTML / CSS,Less than once per month,Laptop,Mac OS,Less than 6 months,MA,USA
2013,DCE,Sustainability And Environmental Management,Ecological Management,Python,3,I prefer not to disclose,I prefer not to disclose,"R, if that counts",Less than once per month,"Desktop, Laptop",Windows XP,Less than 6 months,MA,USA
2013,Harvard College,Visual Environmental Studies ,Maybe Computer Science,C,1,Male,18 to 24,"HTML / CSS, PHP",Two or more times per month,Laptop,Mac OS,Less than 6 months,CA,USA
2013,Harvard College,Economics,Computer Science,C,3,Male,18 to 24,"C, C++, JavaScript, HTML / CSS, PHP, Python",Once per month,"Desktop, Laptop","Windows 7, Mac OS, Linux / Unix",1 to 3 years,MA,USA
2013,Harvard College,Psychology,N/a,C,2,Female,18 to 24,"HTML / CSS, PHP, SQL",Less than once per month,Laptop,Mac OS,Less than 6 months,TX,USA
2013,Harvard College,Computer Science,Economics,C,4,Male,18 to 24,"JavaScript, PHP",Weekly,Laptop,Mac OS,1 to 3 years,MA,USA
2013,DCE,Software Engineering,None,JavaScript,4,Male,25 to 44,"C, HTML / CSS, PHP",Weekly,"Desktop, Laptop","Windows 7, Linux / Unix",1 to 3 years,CA,USA
2013,Harvard College,Economics,Global Health And Health Policy,Java,2,Female,18 to 24,"C, Java, JavaScript, HTML / CSS, PHP, Python",Less than once per month,Laptop,Mac OS,Between 6 months and 1 year,LA,USA
2013,Harvard College,English,Computer Science,C,4,Male,18 to 24,"C, JavaScript, HTML / CSS, PHP, Python, SQL",Weekly,Laptop,"Mac OS, Linux / Unix",Between 6 months and 1 year,MA,USA
2013,DCE,Alm In It (digital Media),None,Java,5,Male,25 to 44,"C++, Java, JavaScript, HTML / CSS, PHP, SQL, VB / VBScript",Daily,"Desktop, Laptop","Windows XP, Windows 7",Over 3 years,VA,USA
2013,Harvard College,Applied Math,Economics,Java,2,Male,18 to 24,"C, JavaScript, HTML / CSS, PHP",Less than once per month,Laptop,Windows 8,Between 6 months and 1 year,VA,USA
2013,Harvard College,Cs,None,C,5,Male,18 to 24,"BASIC, C, C++, Java, JavaScript, HTML / CSS, Python, Ruby, SQL, VB / VBScript",Daily,"Desktop, Laptop","Windows 7, Linux / Unix",Over 3 years,NY,USA
2013,Harvard College,Engineering Sciences (sb),None,C,3,Male,18 to 24,"HTML / CSS, PHP, Processing",Two or more times per month,Laptop,Windows 7,Between 6 months and 1 year,MI,USA
2013,Harvard College,Mathematics,Computer Science,Python,4,Male,18 to 24,"C, C++, JavaScript, HTML / CSS, PHP, Python, Ruby, VB / VBScript",Once per month,Laptop,Mac OS,Over 3 years,County Fermanagh,Northern Ireland
2013,Harvard College,Economics,Computer Science,PHP,2,Female,18 to 24,C,Weekly,Laptop,Mac OS,Less than 6 months,NY,USA
2013,Harvard College,Engineering Sciences,None,JavaScript,2,Male,18 to 24,"C, HTML / CSS, PHP, SQL",Two or more times per month,Laptop,Mac OS,Less than 6 months,CA,USA
2013,Harvard College,Computer Science,None,C,4,Female,18 to 24,"C++, Java, JavaScript, HTML / CSS, PHP",Daily,Laptop,Mac OS,1 to 3 years,AZ,USA
2013,DCE,Bachelor Of Science In Statistics,None,Python,4,Male,25 to 44,"C++, SQL",Weekly,"Desktop, Laptop","Windows 7, Windows 8",1 to 3 years,MA,USA
2013,DCE,Computer Science,Bussines,Java,3,Male,25 to 44,"Java, SQL",Less than once per month,Laptop,Windows 7,Between 6 months and 1 year,MA,USA
2013,Harvard College,Applied Math,Computer Science,JavaScript,4,Male,18 to 24,"C, Java, JavaScript, HTML / CSS, PHP, SQL",Weekly,Laptop,Mac OS,1 to 3 years,MA,USA
2013,Harvard College,Economics,Computer Science,HTML / CSS,3,Female,18 to 24,"C, Java, JavaScript, PHP",Less than once per month,Laptop,Mac OS,1 to 3 years,FL,USA
2013,Harvard College,Computer Science And Mathematics (joint),Economics,Python,3,Male,18 to 24,"C, JavaScript, HTML / CSS",Two or more times per month,Laptop,Mac OS,1 to 3 years,MA,USA
2013,Harvard College,Engineering Sciences,Visual And Environmental Studies,C,3,Female,18 to 24,HTML / CSS,Weekly,Laptop,Mac OS,Less than 6 months,MD,USA
2013,Harvard College,Economics,Computer Science,C,3,Male,18 to 24,"HTML / CSS, PHP, SQL",Weekly,Laptop,Mac OS,1 to 3 years,GA,USA
2013,Harvard College,"Master In Design Studies, Technology Concentration",N/a,C#,2,Female,18 to 24,"C#, JavaScript, HTML / CSS",Weekly,Laptop,Windows 7,Less than 6 months,,China
2013,Harvard College,"Engineering Sciences, S.B.",None,C,2,Male,18 to 24,"C, JavaScript, PHP, SQL",Two or more times per month,Laptop,"Windows 7, Mac OS",Between 6 months and 1 year,DC,USA
2013,Harvard College,Social Anthropology,Computer Science,BASIC,1,Female,18 to 24,C++,Less than once per month,Laptop,Mac OS,Less than 6 months,WI,USA
2013,Harvard College,Economics,Computer Science,C,1,Male,18 to 24,"HTML / CSS, PHP, SQL",Two or more times per month,Laptop,Mac OS,Less than 6 months,CA,USA
2013,DCE,Computer Science,Cognitive Science,Python,5,Male,Under 17,"C, C++, C#, Python",Weekly,"Desktop, Laptop","Windows 7, Linux / Unix",Over 3 years,FL,USA
2013,Harvard College,Computer Science,Philosophy,C,3,Female,18 to 24,Matlab,Two or more times per month,Laptop,Mac OS,1 to 3 years,CA,USA
2013,Harvard College,Statistics,Computer Science,Python,4,Male,18 to 24,"C, HTML / CSS, PHP, Python, SQL",Weekly,Laptop,"Windows 7, Linux / Unix",Between 6 months and 1 year,MN,USA
2013,DCE,Alm In Biotechnology,None,Python,2,Male,25 to 44,"C, JavaScript, HTML / CSS, PHP, SQL",Weekly,Laptop,"Windows 7, Linux / Unix",Between 6 months and 1 year,MA,USA
2013,DCE,Computer Science,N/a,VB / VBScript,4,Male,25 to 44,"C++, C#, Java, HTML / CSS",Weekly,Laptop,Windows 7,Over 3 years,NY,USA
2013,DCE,Computer Science,Math,SQL,5,Female,18 to 24,"C#, Java",Daily,Laptop,Mac OS,Over 3 years,MA,USA
2013,Harvard College,Mathematics,None,C,3,Male,18 to 24,"C, HTML / CSS, PHP",Less than once per month,Laptop,Mac OS,Less than 6 months,GA,USA
2013,Harvard College,Computer Science,None,PHP,3,Male,18 to 24,"C, Java, JavaScript, HTML / CSS, PHP",Two or more times per month,Laptop,Mac OS,1 to 3 years,NY,USA
2013,DCE,Management,None,HTML / CSS,1,Female,25 to 44,JavaScript,Less than once per month,Desktop,Windows XP,Less than 6 months,MA,USA
2013,Harvard College,Electrical Engineering,N/a,PHP,4,Male,18 to 24,"C, Java, JavaScript",Weekly,Laptop,Mac OS,1 to 3 years,MD,USA
2013,Harvard College,History Of Science,Computer Science,C,2,Male,18 to 24,"C, HTML / CSS, PHP, SQL",Two or more times per month,Laptop,"Mac OS, Linux / Unix",Less than 6 months,CA,USA
2013,Harvard College,Electrical Engineering,N/a,PHP,2,Male,18 to 24,"HTML / CSS, PHP, SQL",Two or more times per month,Laptop,"Windows 7, Mac OS, Linux / Unix",Less than 6 months,CA ,USA
2013,Harvard College,Computer Science And Statistics Joint Concentration,None,Python,3,Male,18 to 24,"C, JavaScript, HTML / CSS, PHP, Python, SQL",Weekly,Laptop,Mac OS,1 to 3 years,FL,USA
2013,DCE,Biology,N/a,LISP,4,Male,25 to 44,"C, Java, JavaScript, HTML / CSS, PHP, Python, SQL, Know well: Lua, Objective-C; Familiar: Bash; Some experience: Erlang, Factor, Prolog, etc.",Weekly,Laptop,"Windows 7, Mac OS",Over 3 years,MA,USA
2013,Harvard College,Computer Science,None,C,4,Male,18 to 24,"C, C++, Java, HTML / CSS, PHP, SQL",Two or more times per month,Laptop,Windows 7,Over 3 years,MA,USA
2013,Harvard College,Applied Math,N/a,C,3,Female,18 to 24,"JavaScript, PHP, SQL",Once per month,Laptop,Mac OS,Between 6 months and 1 year,MA,USA
2013,Harvard College,Computer Science,None,C,2,Female,18 to 24,"JavaScript, HTML / CSS",Weekly,Laptop,Mac OS,Between 6 months and 1 year,PA,USA
2013,Harvard College,Engineering Sciences,-,C,3,Female,18 to 24,"C, JavaScript, HTML / CSS, SQL",Two or more times per month,Laptop,Mac OS,Less than 6 months,CA,USA
2013,DCE,Computer Science,Mathematics,C,3,Female,18 to 24,"BASIC, C, JavaScript, HTML / CSS",Two or more times per month,Laptop,Mac OS,Between 6 months and 1 year,KS,USA
2013,Harvard College,Economics,Computer Science,Python,2,Male,18 to 24,C,Once per month,Laptop,Mac OS,Less than 6 months,NJ,USA
2013,DCE,It,Software Engineering,PHP,5,Female,18 to 24,"C, C#, Java, JavaScript, HTML / CSS, Perl, PHP, Python, SQL, TI BASIC, m code for MATLAB, a handful of other things",Daily,Laptop,Mac OS,Over 3 years,MA,USA
2013,Harvard College,Masters Public Policy,Business & Government Policy,Python,1,Male,25 to 44,None,Less than once per month,Laptop,Mac OS,Less than 6 months,DC,USA
2013,Harvard College,Computer Science,None,Ruby,5,Female,18 to 24,"C, C#, Java, HTML / CSS, PHP, Python, Ruby",Weekly,Laptop,"Windows 8, Mac OS, Linux / Unix",Over 3 years,KY,USA
2013,Harvard College,History Of Art And Architecture,Mind/brain/behavior,HTML / CSS,1,Female,18 to 24,"C, JavaScript, HTML / CSS, PHP, SQL",Less than once per month,Laptop,Mac OS,Less than 6 months,NY,USA
2013,DCE,Digital Media And Instructional Design,None,HTML / CSS,2,Female,25 to 44,"JavaScript, PHP, SQL",Weekly,Laptop,Windows 7,Over 3 years,MA,USA
2013,Harvard College,Computer Science,Linguistics,C,3,Female,18 to 24,"C, JavaScript, HTML / CSS, PHP, Python, SQL",Weekly,Laptop,Mac OS,1 to 3 years,CA,USA
2013,DCE,Urban Planning,Transportation,Python,3,Male,18 to 24,SQL,Once per month,Laptop,Windows 7,Less than 6 months,MA,USA
2013,Harvard College,Cs,Psychology,C,3,Male,18 to 24,"Java, HTML / CSS, Ruby",Two or more times per month,Laptop,"Mac OS, Linux / Unix",1 to 3 years,NY,USA
2013,Harvard College,Computer Science,The Mathematical Sciences,C,5,Male,18 to 24,"C++, Java, JavaScript, HTML / CSS, Python",Two or more times per month,Laptop,Windows 7,1 to 3 years,,Kenya
2013,DCE,Alm In Ism,None,PHP,5,Male,45 to 64,"C, C++, Java, JavaScript, HTML / CSS, PHP, Python, SQL",Once per month,"Desktop, Laptop","Windows 8, Mac OS",Over 3 years,MA,USA
2013,DCE,Software Engineering,-,Ruby,5,Male,18 to 24,"Java, JavaScript, HTML / CSS, PHP, Python, Ruby, SQL",Daily,Laptop,Mac OS,Over 3 years,QC,Canada
2013,Harvard College,Biomedical Engineering,Computer Science,PHP,3,Male,18 to 24,"C, JavaScript, PHP, Python, SQL",Two or more times per month,Laptop,Mac OS,1 to 3 years,VA,USA
2013,Harvard College,Aeronautics & Astronautics,Systems Engineering,Java,4,Male,25 to 44,"BASIC, C, HTML / CSS, Perl, VB / VBScript",Weekly,Laptop,"Windows 7, Mac OS",1 to 3 years,MA,USA
2013,DCE,"Alm - It, Software Engineering",None So Far,HTML / CSS,4,Male,25 to 44,"JavaScript, PHP",Once per month,"Desktop, Laptop","Windows 8, Mac OS",Over 3 years,VA,USA
2013,Harvard College,Ves,Computer Science,C,1,Male,18 to 24,"C, HTML / CSS, PHP, SQL",Once per month,Laptop,"Mac OS, Linux / Unix",Less than 6 months,CA,USA
2013,Harvard College,Electrical Engineering,Computer Science,JavaScript,3,Male,18 to 24,"C, Java, JavaScript, HTML / CSS",Weekly,Laptop,"Windows 8, Mac OS",Less than 6 months,ME,USA
2013,Harvard College,Public Policy,Political And Economic Development,C++,1,Female,25 to 44,None,Less than once per month,Laptop,Mac OS,Less than 6 months,Maharashtra,India
2013,DCE,"Information Technology, Information Management Systems",None,Java,4,Male,25 to 44,"HTML / CSS, Perl, SQL",Weekly,"Desktop, Laptop","Windows 7, Mac OS, Linux / Unix",1 to 3 years,NH,USA
2013,DCE,Computer Science,None,Java,3,Female,25 to 44,HTML / CSS,Once per month,Laptop,Mac OS,1 to 3 years,MA,USA
2013,Harvard College,Computer Science,I Like How This Is A Mandatory Question :p ,C,4,Female,18 to 24,"Java, OCaml! ",Two or more times per month,Laptop,Windows 7,1 to 3 years,IL,USA
2013,DCE,Computer Information Management Systems,None,HTML / CSS,2,Male,25 to 44,"JavaScript, HTML / CSS, SQL",Less than once per month,Laptop,Windows 7,Less than 6 months,TX,USA
2013,DCE,Computer Science,Media Arts,Python,5,Male,I prefer not to disclose,"C++, Java, JavaScript, HTML / CSS, Perl, Python, SQL",Daily,"Desktop, Laptop",Mac OS,Over 3 years,CA,USA
2013,Harvard College,Classics,Computer Science,C,4,Female,18 to 24,"C, JavaScript, HTML / CSS, PHP, SQL",Weekly,Laptop,Mac OS,Less than 6 months,MA,USA
2013,DCE,Biology,Design,BASIC,1,Female,25 to 44,HTML / CSS,Less than once per month,Laptop,Mac OS,Less than 6 months,MA,USA
2013,Harvard College,Engineering Sciences Sb,None,BASIC,2,Male,18 to 24,"HTML / CSS, Perl, Kornshell",Once per month,"Desktop, Laptop",Windows 7,1 to 3 years,NJ,USA
2013,Harvard College,Computer Science,Sociology,C,3,Female,18 to 24,"C#, Java, JavaScript, HTML / CSS, PHP, Python, SQL",Weekly,Laptop,Mac OS,1 to 3 years,GA,USA
